kreiskey1849,county,rb,fac1849_spin_woolyarn_workers,fac1849_spin_combyarn_workers,fac1849_spin_cotton_workers,fac1849_spin_flax_workers,fac1849_spin_tow_workers,fac1849_looms_silk_masters,fac1849_looms_silk_assistants,fac1849_looms_cotton_masters,fac1849_looms_cotton_assistants,fac1849_looms_linen_masters,fac1849_looms_linen_assistants,fac1849_looms_wool_masters,fac1849_looms_wool_assistants,fac1849_looms_hosiery_masters,fac1849_looms_hosiery_assistants,fac1849_looms_band_masters,fac1849_looms_band_assistants,fac1849_looms_others_masters,fac1849_looms_others_assistants,fac1849_fact_thread_workers,fac1849_fact_silk_ao_workers,fac1849_wool_cloth_workers,fac1849_halfwool_cloth_workers,fac1849_cotton_workers,fac1849_linen_workers,fac1849_silk_workers,fac1849_shawl_workers,fac1849_band_workers,fac1849_carpet_workers,fac1849_passement_workers,fac1849_hosiery_workers,fac1849_laces_workers,fac1849_bleach_unit_workers,fac1849_bleach_yarn_workers,fac1849_dye_turkeyred_workers,fac1849_dye_silk_workers,fac1849_dye_others_workers,fac1849_print_workers,mill1849_water_masters,mill1849_water_assistants,mill1849_post_mills_masters,mill1849_post_mills_assistants,mill1849_dutchmills_masters,mill1849_dutchmills_assistants,mill1849_animals_workers,mill1849_steam_workers,mill1849_oil_workers,mill1849_fulling_workers,mill1849_tan_workers,mill1849_saw_german_workers,mill1849_saw_dutch_workers,mill1849_saw_circular_workers,mill1849_other_workers,fac1849_ironworks_workers,fac1849_wireworks_workers,fac1849_rake_workers,fac1849_sewingneedle_workers,fac1849_fixingpin_workers,fac1849_ironware_workers,fac1849_steel_workers,fac1849_steelware_workers,fac1849_copperhammer_workers,fac1849_brass_workers,fac1849_smeltery_workers,fac1849_bronzeware_workers,fac1849_engines_workers,fac1849_glassworks_workers,fac1849_grindery_workers,fac1849_mirrorglass_workers,fac1849_porcelain_workers,fac1849_earthenware_workers,fac1849_chemicals_workers,fac1849_potboilery_workers,fac1849_limekiln_workers,fac1849_brickworks_workers,fac1849_tarfurnace_workers,fac1849_cerecloth_workers,fac1849_paper_workers,fac1849_wallpaper_workers,fac1849_rubbergoods_workers,fac1849_leather_workers,fac1849_glue_workers,fac1849_cigar_workers,fac1849_sugarrefinery_workers,fac1849_mangold_sugar_workers,fac1849_starch_workers,fac1849_writing_workers,fac1849_specialpaper_workers,fac1849_cardboard_workers,fac1849_umbrella_workers,fac1849_paintshop_workers,fac1849_gold_silver_workers,fac1849_germansilver_workers,fac1849_gunpowder_workers,fac1849_cement_workers,fac1849_wadding_workers,fac1849_hairspinnery_workers,fac1849_glaze_workers,fac1849_button_workers,fac1849_railwaycar_workers,fac1849_waxproduct_workers,fac1849_chocolate_workers,fac1849_soap_workers,fac1849_vinegar_workers,fac1849_playingcard_workers,fac1849_beer_workers,fac1849_brandy_workers,fac1849_distillery_workers,fac1849_perfumery_workers,fac1849_metalletter_workers,fac1849_threadeye_workers,fac1849_metalfoundry_workers,fac1849_copper_workers,fac1849_gasandcoke_workers,fac1849_flax_workers,fac1849_pineseed_workers,fac1849_fabricflower_workers,fac1849_rope_workers,fac1849_pipetube_workers,fac1849_cheese_workers,fac1849_others_workers
40,"Danzig Land","DAN",0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,35,68,22,25,15,9,38,0,1,2,0,0,2,0,48,134,0,0,0,0,9,1,0,4,0,0,0,0,0,0,0,0,0,0,0,7,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,45,5,0,0,0,0,6,0,0,0,0,0,0,0,0
41,"Stargard","DAN",0,0,0,0,0,0,0,0,0,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,24,31,10,9,2,2,10,1,0,3,2,16,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,60,0,0,0,0,0,0,0,10,440,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Behrend","DAN",0,4,0,0,0,0,0,0,0,15,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,27,24,1,1,0,0,0,0,0,1,3,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Karthaus","DAN",0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,1,1,0,0,1,0,0,1,8,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Neustadt","DAN",0,0,0,0,0,0,0,0,0,25,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,42,52,3,3,0,0,1,0,0,2,18,18,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Stuhm","MAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22,10,5,3,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"Marienwerder","MAR",0,0,0,0,0,0,0,0,0,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,45,19,17,2,2,33,1,4,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,81,0,0,18,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,1,0,35,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Rosenberg","MAR",0,30,0,0,0,0,0,0,0,39,3,9,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,20,25,23,2,2,13,2,5,3,8,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,9,49,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,23,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Löbau","MAR",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,6,6,0,0,3,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Strassburg","MAR",0,0,0,0,0,0,0,0,0,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,47,36,32,16,0,0,8,0,7,2,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Thorn","MAR",0,0,0,0,0,0,0,0,0,79,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31,43,39,37,4,4,16,0,18,1,1,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,8,80,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,47,77,10,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Culm","MAR",0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,61,35,1,1,18,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"Graudenz","MAR",0,5,0,0,0,0,0,3,3,5,1,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,52,39,35,2,2,13,0,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,9,75,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,15,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Schwetz","MAR",0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,15,12,0,0,15,1,8,0,2,17,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,12,62,21,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,122,3,0,0,0,0,0,0,0,4,0,0,0,0,0
54,"Konitz","MAR",0,0,0,0,0,0,0,0,0,18,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,31,44,11,5,0,0,1,0,0,4,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,18,78,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Schlochau","MAR",0,0,0,0,0,0,0,0,0,16,7,21,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,11,6,3,3,1,0,2,5,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,12,0,0,0,0,0,46,54,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"Flatow","MAR",0,106,0,0,0,0,0,0,0,8,1,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,5,4,3,1,5,0,3,4,3,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,13,70,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"Deutsch-Crone","MAR",50,0,0,0,0,0,0,0,0,10,3,54,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,57,33,12,3,2,2,0,0,8,10,2,34,1,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,128,16,0,2,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,72,7,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"Wreschen","POS",0,0,0,0,0,0,0,0,0,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,9,75,48,1,0,12,0,27,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Pleschen","POS",0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,87,52,0,0,4,0,22,2,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,12,153,49,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"Schroda","POS",0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,10,97,72,0,0,1,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"Schrimm","POS",0,0,0,0,0,0,0,0,0,59,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,2,130,63,0,0,8,0,13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,86,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,0,28,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"Kosten","POS",14,0,0,0,0,0,0,0,24,75,39,0,6,0,0,0,2,0,0,0,0,0,6,8,18,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,189,89,2,1,8,0,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,4,0,0,32,73,5,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"Buk","POS",0,0,0,0,0,0,0,0,0,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,132,84,0,0,8,0,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,70,8,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"Posen","POS",19,0,0,0,0,0,0,30,0,2,0,17,2,1,0,0,0,11,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,54,89,79,6,12,11,15,15,2,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,230,0,0,0,0,0,9,4,78,0,15,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,0,57,109,90,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"Obornik","POS",0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,34,42,19,7,0,0,3,0,8,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,4,0,5,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,6,2,0,11,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"Samter","POS",0,36,0,0,0,0,0,0,0,30,11,20,2,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,17,16,64,32,2,3,3,0,22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,5,74,13,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,22,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"Birnbaum","POS",0,32,0,0,0,0,0,0,0,7,1,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,46,52,35,26,2,2,5,0,2,0,3,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,154,3,0,0,0,2,0,20,185,13,0,7,0,0,0,8,59,0,0,15,0,0,0,0,0,0,0,0,2,6,0,5,0,0,0,0,2,5,0,37,93,6,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"Meseritz","POS",55,10,0,0,0,0,0,0,0,14,7,69,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,26,64,30,0,0,1,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,168,2,0,0,0,0,0,10,35,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"Schildberg","POS",0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,38,14,7,0,0,1,0,5,0,2,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,76,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,63,5,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"Bomst","POS",28,0,0,0,0,0,0,0,0,13,7,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,1,12,9,198,121,0,0,5,0,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,45,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,43,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"Fraustadt","POS",58,0,0,0,0,0,0,34,5,154,36,46,27,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,9,0,396,156,0,0,12,0,5,9,6,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,54,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"Kröben","POS",177,0,0,0,0,0,0,0,184,134,60,66,54,0,0,0,0,49,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,289,123,0,0,24,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,2,317,13,0,0,0,0,2,2,0,79,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"Krotoschin","POS",7,3,0,0,0,0,0,0,0,121,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,189,93,0,0,3,0,21,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,81,5,0,0,0,0,0,0,20,0,99,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,115,5,8,0,43,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"Adelnau","POS",0,0,0,0,0,0,0,0,0,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,65,29,0,0,6,0,0,35,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0,64,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"Tscharnikow","BRO",31,0,0,0,0,0,0,0,0,8,2,253,138,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,37,34,17,14,1,0,3,0,4,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,133,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"Chodezien","BRO",118,8,0,0,0,0,0,0,0,5,1,53,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,25,30,17,21,0,0,4,0,2,10,5,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,80,0,0,0,0,0,0,7,84,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"Wirsitz","BRO",0,0,0,0,0,0,0,0,0,18,3,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,32,12,8,1,1,10,0,15,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,112,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,19,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"Bromberg","BRO",20,0,0,0,0,0,0,1,62,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,6,29,55,17,9,0,0,2,0,0,3,5,9,2,0,0,56,0,0,0,0,29,0,0,3,0,0,0,6,0,0,0,0,0,0,0,46,191,7,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,2,0,11,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"Schubin","BRO",0,105,0,0,0,0,0,0,0,7,9,42,15,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,22,30,45,27,2,1,1,0,15,4,3,11,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,3,97,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"Inowrazlaw","BRO",0,0,0,0,0,0,0,3,2,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,107,90,0,0,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Mogilno","BRO",0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,32,26,49,31,2,2,0,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,18,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0
82,"Gnesen","BRO",0,0,0,0,0,0,0,0,0,22,16,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,5,118,101,6,2,6,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"Wongrowiz","BRO",0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,19,52,44,0,0,5,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,133,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,56,9,0,0,0,0,0,0,0,0,0,0,0,0,10
84,"Haupt- und Residenzstadt Berlin","POT",54,55,56,0,0,559,2068,862,1424,26,44,336,2754,44,80,20,71,30,164,245,247,168,3250,806,27,1612,64,32,60,214,82,0,0,9,0,207,407,1317,5,58,28,38,6,11,10,57,0,5,2,10,3,27,91,1436,34,0,0,9,50,0,0,47,25,0,63,675,0,0,0,305,247,656,0,22,8,0,27,234,43,162,333,9,1279,425,0,12,5,85,88,119,163,125,179,0,37,103,4,55,92,391,6,149,103,12,33,278,32,212,78,33,0,263,0,0,0,0,614,0,83,0,76
85,"Prenzlau","POT",25,0,0,0,0,0,0,14,5,272,78,3,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,33,45,40,44,5,9,7,0,11,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,100,0,0,8,0,0,24,0,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,23,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"Templin","POT",21,0,0,0,0,0,0,10,29,198,72,3,3,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,22,41,36,36,3,3,8,0,9,2,1,10,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,5,11,73,21,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"Angermünde","POT",0,0,0,0,0,0,0,7,2,225,98,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,24,48,57,81,9,17,0,4,10,0,1,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,106,0,0,42,0,0,0,0,400,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,145,3,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"Ober-Barnim","POT",60,0,0,0,0,0,0,29,30,104,24,23,51,1,1,0,0,1,0,0,0,2,5,18,0,0,0,0,0,0,0,0,0,0,0,0,4,1,45,53,66,74,2,3,9,3,5,5,4,10,2,0,13,29,21,0,0,0,22,21,57,26,69,5,0,0,0,0,0,0,0,0,0,3,123,4,0,292,0,0,0,2,23,0,0,30,0,0,0,0,0,0,0,0,0,2,20,4,0,0,0,4,6,3,0,33,233,10,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"Nieder-Barnim","POT",18,0,0,0,0,2,142,284,130,140,37,2,2,2,2,3,2,0,0,0,0,0,0,0,0,187,0,2,0,0,2,0,0,0,0,0,10,0,27,58,90,71,11,10,3,10,5,0,5,14,5,3,31,205,0,0,0,0,18,0,0,0,0,31,0,222,0,0,0,289,0,147,0,25,75,1,22,24,0,0,20,19,11,0,0,9,0,0,2,0,0,0,0,0,0,12,40,6,0,0,2,0,33,0,0,21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
