kreiskey1849,county,rb,occ1849_typefoundry_inst,occ1849_typefoundry_workers,occ1849_printoffice_book_inst,occ1849_printoffice_book_press,occ1849_printoffice_book_workers,occ1849_printoffice_copper_inst,occ1849_printoffice_copper_work,occ1849_lithographic_inst,occ1849_lithographic_workers,occ1849_bookshop_propr,occ1849_bookshop_assi,occ1849_antiquarian_inst,occ1849_lendinglibrary_inst,occ1849_money_propr,occ1849_money_assi,occ1849_wholesaler_propr,occ1849_wholesaler_assi,occ1849_store_wine_propr,occ1849_store_wine_assi,occ1849_store_grain_propr,occ1849_store_grain_assi,occ1849_store_wood_propr,occ1849_store_wood_assi,occ1849_store_wool_propr,occ1849_store_wool_assi,occ1849_wholesale_brokers,occ1849_retail_brokers,occ1849_spicetrader_propr,occ1849_spicetrader_assi,occ1849_mercer_propr,occ1849_mercer_assitants,occ1849_metaltrader_propr,occ1849_metaltrader_assi,occ1849_gallantrytrader_propr,occ1849_gallantrytrader_assist,occ1849_other_trader_propretor,occ1849_other_trader_assi,occ1849_horsedealer,occ1849_chandler,occ1849_victualstrader,occ1849_travel_chandler,occ1849_mar_crew,occ1849_river_crew,occ1849_carriage_propr,occ1849_carriage_assi,occ1849_inn_educated_inns,occ1849_inn_carriage_inns,occ1849_inn_food_innkeepers,occ1849_inn_drink_innkeepers,occ1849_inn_musicians,occ1849_civil_state_senior,occ1849_civil_state_others,occ1849_civil_justice_senior,occ1849_civil_justice_others,occ1849_municipal_senior,occ1849_municipal_others,occ1849_annuitants,occ1849_manualworkers_m,occ1849_manualworkers_f,occ1849_servant_m_conv,occ1849_servant_f_conv
164,"Habelschwerdt","BRE",0,0,1,1,3,0,0,1,2,0,0,0,3,0,0,1,0,2,0,14,0,9,0,0,0,0,0,38,14,14,4,3,1,2,0,1,1,17,197,236,109,0,0,18,10,21,75,0,83,10,2,77,10,35,6,46,26,2752,2293,23,50
165,"Creutzburg","OPP",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,1,1,0,9,0,1,0,0,0,0,0,24,21,9,7,1,0,0,0,1,1,4,21,64,8,0,0,2,1,7,38,4,88,5,2,40,11,25,0,31,45,1775,1686,135,247
166,"Rosenberg","OPP",0,0,1,3,6,0,0,1,0,2,2,0,2,0,0,0,0,6,1,22,0,4,0,0,0,0,1,23,4,6,1,3,0,1,0,0,0,10,27,72,32,0,0,0,0,10,61,4,68,0,1,29,10,26,0,5,41,2762,2015,110,153
167,"Oppeln","OPP",0,0,2,5,11,0,0,1,2,4,5,0,3,2,0,0,0,4,1,16,0,24,2,0,0,0,0,60,36,19,11,6,7,0,0,22,0,50,68,130,23,0,273,14,10,19,67,7,115,18,32,155,21,53,2,81,92,7657,6095,102,216
168,"Gross-Strehlitz","OPP",0,0,1,1,3,0,0,2,2,1,1,0,1,0,0,0,0,5,4,5,1,1,0,1,0,0,0,24,8,7,5,2,1,2,1,0,0,11,74,82,11,0,32,2,4,11,33,4,102,12,1,112,13,24,1,12,19,3669,3349,87,133
169,"Lublinitz","OPP",0,0,1,1,2,0,0,0,0,1,0,0,2,0,0,1,1,7,0,18,0,0,0,0,0,0,0,33,46,8,8,2,0,0,0,4,1,9,39,65,0,0,0,1,1,11,86,3,46,14,1,6,8,31,0,8,18,2969,2419,69,99
170,"Tost","OPP",0,0,2,2,5,0,0,2,5,4,5,0,5,1,0,3,6,3,5,20,0,0,0,0,0,2,5,57,37,31,18,5,2,5,1,19,10,33,51,104,5,0,3,7,6,16,48,11,148,13,1,33,17,47,1,17,42,4352,2603,117,148
171,"Beuthen","OPP",0,0,3,3,7,0,0,1,1,3,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,109,112,66,61,11,11,2,0,0,0,14,170,162,5,0,53,16,24,14,60,6,201,12,7,61,21,71,1,20,41,11131,4901,180,348
172,"Pless","OPP",0,0,2,3,6,0,0,0,0,1,1,0,1,0,0,0,0,6,0,20,2,0,0,0,0,0,0,38,21,8,4,0,0,0,0,24,0,15,28,50,3,0,0,1,1,14,40,4,137,26,1,65,14,46,0,63,24,3202,641,128,207
173,"Riebnick","OPP",0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,10,3,30,0,8,0,1,1,0,0,44,25,20,8,7,2,2,1,0,0,5,38,82,62,0,0,1,1,10,54,4,120,14,1,9,11,30,0,18,30,4997,3477,96,148
174,"Ratibor","OPP",0,0,3,3,10,0,0,3,7,2,5,0,2,3,1,5,0,2,4,44,0,5,0,0,0,0,0,38,50,19,28,6,4,6,7,11,4,97,122,69,46,0,10,10,25,10,67,1,151,53,1,75,69,110,1,169,181,7980,5756,145,806
175,"Cosel","OPP",0,0,1,1,3,0,0,1,0,1,0,0,2,0,0,0,0,2,1,37,0,3,0,0,0,0,1,34,24,5,2,0,0,1,1,1,0,25,45,89,55,0,93,6,4,7,36,4,101,23,1,28,13,33,2,59,80,4449,3717,168,115
176,"Leobschütz","OPP",0,0,2,3,6,0,0,4,3,3,0,0,3,0,0,5,0,0,0,59,1,6,0,2,0,0,0,77,17,17,8,6,2,3,1,35,7,17,58,104,61,0,0,10,6,7,59,1,154,40,1,24,14,48,45,140,485,3997,3485,62,149
177,"Neustadt","OPP",0,0,1,1,4,0,0,1,1,2,2,0,3,0,0,0,0,4,1,73,0,19,0,0,0,0,0,34,30,23,10,4,0,1,0,9,8,139,140,160,21,0,0,9,9,6,107,6,106,34,1,29,17,42,0,34,67,4253,3937,70,301
178,"Falkenberg","OPP",0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,19,9,11,0,3,0,0,0,0,0,16,75,134,18,0,38,1,0,9,81,1,33,6,1,9,8,30,0,7,14,1958,1585,128,75
179,"Neisse","OPP",0,0,4,7,24,0,0,2,2,3,6,0,7,4,7,5,9,2,1,7,4,13,0,1,0,0,7,75,81,52,29,5,7,8,7,33,2,60,106,326,60,0,0,52,37,17,83,10,165,37,1,75,24,68,1,37,103,3755,3367,146,1009
180,"Grotkau","OPP",0,0,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,0,0,0,0,0,30,10,16,3,0,0,2,0,7,0,11,2,232,12,0,0,7,3,10,104,0,35,7,1,6,10,20,1,6,6,5881,4108,247,392
181,"Grünberg","LIE",0,0,2,3,10,0,0,1,1,2,2,0,2,2,1,9,6,8,8,33,33,10,0,12,7,0,2,63,22,15,3,3,1,1,0,3,0,11,89,104,24,0,60,6,7,19,72,2,75,23,0,24,14,37,2,36,33,3906,1056,130,240
182,"Freistadt","LIE",0,0,2,2,4,0,0,1,10,2,2,0,4,0,0,1,2,4,0,52,0,91,0,0,0,0,0,52,45,45,23,5,1,4,1,42,0,33,53,210,25,0,580,19,6,20,102,3,107,72,2,31,11,42,0,22,62,3449,3155,156,398
183,"Sagan","LIE",0,0,1,2,4,0,0,2,5,3,2,0,2,1,2,3,6,3,0,2,0,1,0,3,2,0,0,41,25,22,5,2,2,6,0,115,0,28,113,78,94,0,0,31,16,15,39,5,171,75,3,52,16,25,1,28,56,2169,1454,81,130
184,"Sprottau","LIE",0,0,1,1,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,14,18,0,0,0,0,0,12,0,14,32,157,64,0,0,4,2,10,73,1,52,23,0,4,9,16,1,10,21,1442,988,134,245
185,"Glogau","LIE",0,0,2,4,20,1,3,3,19,4,11,1,3,4,8,4,8,6,10,12,3,6,0,0,0,0,6,154,66,46,31,5,6,12,12,20,19,37,53,194,40,0,121,24,44,18,150,15,152,36,2,80,62,75,2,86,363,3769,3463,235,1072
186,"Lüben","LIE",0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,9,1,47,0,2,0,0,0,15,10,12,2,1,0,0,0,15,0,46,93,76,18,0,0,8,7,3,34,1,112,8,1,22,8,21,0,9,19,1637,1406,132,231
187,"Bunzlau","LIE",0,0,2,4,8,0,0,1,2,2,1,0,2,0,0,1,1,0,0,42,0,45,0,0,0,0,0,26,35,17,15,3,2,3,1,24,8,40,136,211,130,0,0,32,23,13,103,9,110,19,1,11,17,32,1,21,86,4147,2562,122,300
188,"Hainau-Goldberg","LIE",0,0,3,5,8,0,0,2,2,2,2,0,5,1,0,3,0,4,0,43,0,8,0,2,0,0,4,104,61,26,20,7,6,3,2,7,0,59,126,125,82,0,0,30,16,10,88,10,142,9,1,16,10,30,2,36,37,3480,2241,123,201
189,"Liegnitz","LIE",0,0,3,8,21,0,0,5,8,3,4,1,5,2,5,2,7,8,5,22,5,27,0,0,0,0,11,68,64,61,28,6,8,12,8,46,24,55,114,284,100,0,0,46,42,15,112,6,134,53,25,137,14,51,2,30,160,3829,3035,193,1197
190,"Jauer","LIE",0,0,1,1,4,0,0,1,1,1,1,0,2,1,0,0,0,5,1,25,0,6,2,0,0,0,0,30,25,16,5,2,1,4,1,31,0,28,87,90,41,0,0,21,10,5,92,0,38,2,3,54,14,39,1,58,93,1886,1238,56,321
191,"Schönau","LIE",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,0,0,8,5,2,0,0,0,0,0,2,2,25,51,178,45,0,0,4,0,15,54,0,61,4,0,20,3,7,22,56,29,1967,759,83,99
192,"Bolkenhain","LIE",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,23,0,0,0,0,0,17,7,2,9,1,0,1,0,2,0,59,85,114,21,0,0,6,0,3,74,0,65,1,0,26,4,13,0,54,38,1596,907,58,140
193,"Landshut","LIE",0,0,1,1,3,0,0,1,1,1,0,0,2,1,1,12,0,7,1,8,0,24,0,0,0,0,1,38,25,15,5,4,0,2,4,2,0,69,36,219,138,0,0,12,12,9,73,2,69,11,0,73,10,27,0,29,88,2002,950,44,363
194,"Hirschberg","LIE",0,0,5,9,23,0,0,3,4,3,3,0,6,1,4,20,10,4,6,15,1,43,0,0,0,0,0,98,65,28,12,9,0,7,3,18,4,20,37,232,31,0,0,27,20,27,73,0,139,35,2,69,15,36,2,71,108,3395,821,163,602
195,"Löwenberg","LIE",0,0,3,4,6,0,0,0,0,1,1,0,4,1,0,12,5,0,0,32,0,15,0,0,0,0,0,37,28,45,7,7,4,4,0,26,0,41,72,425,124,0,0,15,8,18,146,5,122,15,0,17,5,12,0,87,74,3519,1691,88,355
196,"Lauban","LIE",0,0,3,4,8,0,0,1,3,1,1,0,1,0,0,22,23,3,2,13,0,9,0,0,0,0,0,50,20,54,5,10,2,3,0,38,6,22,50,281,58,0,0,24,6,19,67,4,192,27,1,39,15,32,5,31,64,2426,1190,150,257
197,"Görlitz","LIE",0,0,5,8,35,0,0,3,5,5,10,0,3,4,12,11,16,3,3,29,0,8,0,4,0,0,5,69,56,28,8,3,4,6,2,1,0,83,74,114,32,0,0,38,70,22,97,8,112,5,1,118,16,39,23,148,108,3632,2598,143,712
198,"Rothenburg","LIE",0,0,1,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,7,2,4,3,0,0,1,0,34,53,72,42,0,0,9,2,9,86,3,95,16,1,22,8,22,0,9,98,3000,2776,163,175
199,"Hoyerswerda","LIE",0,0,1,1,2,0,0,0,0,1,1,0,2,0,0,0,0,1,0,35,0,14,0,0,0,0,0,24,3,9,1,3,1,0,0,24,0,80,48,59,9,0,0,6,5,10,45,0,105,7,1,13,5,17,0,6,9,1007,794,43,79
200,"Osterburg","MAG",0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,2,2,1,0,12,3,11,0,3,0,0,3,23,40,18,19,0,0,0,0,2,0,43,14,157,65,0,47,6,5,12,187,0,40,34,1,71,10,25,0,27,68,2007,1909,90,180
201,"Salzwedel","MAG",0,0,2,2,2,0,0,2,2,2,1,0,2,0,0,5,1,1,0,47,0,10,0,3,0,0,0,118,31,26,31,1,0,2,0,3,0,0,2,8,68,0,12,9,10,9,44,1,191,64,2,38,12,33,1,18,100,1735,906,52,166
202,"Gardelegen","MAG",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,3,6,0,2,0,0,0,0,0,128,26,25,18,6,3,3,1,0,0,90,13,93,70,0,0,6,6,11,162,0,38,74,1,26,12,23,0,12,46,2277,2614,65,158
203,"Stendal","MAG",0,0,2,2,7,0,0,1,2,3,2,0,2,1,0,3,3,0,0,10,0,17,0,0,0,0,0,72,50,27,42,2,4,5,6,2,4,18,15,53,145,0,606,10,5,9,183,0,44,58,12,93,17,24,0,35,158,1658,1440,91,320
204,"Jerichow II","MAG",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,6,0,0,5,0,23,0,0,0,0,0,146,29,18,5,1,0,0,0,16,3,39,3,30,48,0,559,1,0,14,143,0,53,30,1,50,9,19,0,20,59,3627,981,128,145
205,"Jerichow I","MAG",0,0,1,2,4,0,0,0,0,2,1,1,4,0,0,3,1,0,0,10,0,45,0,7,0,0,12,79,51,31,9,1,1,5,0,67,7,20,14,314,262,0,35,21,16,22,147,2,75,148,2,62,15,33,2,124,195,3665,3455,78,381
206,"Calbe","MAG",0,0,4,4,8,0,0,0,0,2,1,0,4,0,0,7,16,1,0,14,5,23,15,4,8,0,20,118,110,35,36,4,2,2,2,9,10,30,16,217,99,0,574,19,26,17,101,1,79,84,5,107,19,31,0,49,184,3610,3329,68,457
207,"Magdeburg","MAG",1,16,9,33,169,0,0,9,37,13,34,3,6,7,16,119,479,20,64,10,16,37,46,5,5,9,19,125,212,72,84,14,35,12,9,41,5,36,7,420,49,0,1239,86,128,14,39,24,198,70,47,423,76,97,6,144,512,3860,2938,355,2875
208,"Wanzleben","MAG",0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,13,1,0,0,0,0,115,20,35,32,5,3,0,0,5,0,32,33,160,151,0,13,5,6,16,117,4,42,38,1,53,9,20,0,5,53,4307,4379,102,212
209,"Wollmirstädt","MAG",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,22,0,2,0,0,5,115,20,16,4,3,0,0,0,0,0,29,3,81,148,0,49,9,6,7,93,1,20,36,1,51,7,14,1,17,182,3393,3030,89,143
210,"Neuhaldensleben","MAG",0,0,1,2,4,0,0,1,3,1,2,0,1,0,0,0,0,1,0,41,0,21,0,2,0,0,3,26,3,22,14,1,0,0,0,7,4,33,107,141,198,0,0,4,5,5,92,0,58,69,1,9,6,14,1,23,87,2603,2173,101,275
211,"Oschersleben","MAG",0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,6,0,0,8,5,4,0,0,0,0,35,53,31,14,9,1,1,2,2,7,0,25,5,105,14,0,0,3,3,10,79,4,37,8,1,24,7,13,0,53,44,2137,2355,76,95
212,"Aschersleben","MAG",0,0,3,9,31,0,0,2,7,6,6,0,4,0,0,8,11,1,2,23,0,11,2,2,0,0,30,104,68,30,24,3,4,2,2,44,6,32,19,150,65,0,0,49,41,23,82,4,55,19,2,56,15,34,5,72,495,3425,2597,135,625
213,"Halberstadt","MAG",0,0,4,9,18,0,0,2,6,4,8,2,3,3,5,12,25,3,1,25,0,12,0,6,1,2,34,91,66,35,40,8,10,4,5,49,51,38,15,118,24,0,0,28,45,15,112,3,71,44,9,106,86,85,11,137,295,3405,2628,156,294
214,"Grafschaft Wernigerode","MAG",0,0,1,1,3,0,0,1,2,1,0,0,0,0,0,1,5,1,2,3,0,4,1,0,0,0,5,50,18,5,10,0,0,0,0,0,0,4,5,24,31,0,0,54,73,9,36,0,10,13,1,4,11,14,0,18,125,1369,721,42,130
215,"Liebenwerda","MER",0,0,1,1,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,6,1,1,0,0,4,54,13,17,5,6,0,1,0,1,0,5,21,92,2,0,15,13,11,33,53,7,126,40,1,39,6,26,0,36,28,1967,1903,44,62
216,"Torgau","MER",0,0,3,3,8,0,0,0,0,2,3,0,2,0,0,0,0,0,0,4,0,28,0,0,0,0,0,96,44,16,4,1,1,3,0,4,3,6,8,91,26,0,93,6,6,18,40,6,138,46,2,56,13,42,1,42,517,3084,3580,66,238
217,"Schweinitz","MER",0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7,1,1,0,0,0,0,0,62,9,9,7,2,1,0,0,2,0,14,3,64,31,0,0,1,1,15,20,4,159,88,1,24,8,20,0,19,37,1657,1722,58,74
218,"Wittenberg","MER",0,0,2,3,3,0,0,1,3,3,3,1,6,1,1,0,0,1,0,2,1,6,0,0,0,1,4,83,54,14,8,1,1,0,0,6,0,6,32,97,9,0,113,8,6,29,48,59,87,72,1,56,21,28,1,60,157,3114,3158,50,146
219,"Bitterfeld","MER",0,0,4,6,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,11,66,19,12,2,5,0,2,0,19,0,4,90,132,156,0,0,4,4,22,21,3,129,91,4,20,11,14,0,19,60,3335,3628,97,239
220,"Delitsch","MER",0,0,3,7,14,0,0,0,0,4,2,0,3,0,0,6,40,0,0,12,0,30,0,0,0,0,13,68,70,61,11,2,4,5,0,2,0,11,33,217,47,0,0,47,60,14,45,2,171,74,2,41,22,39,0,27,192,2691,2740,101,379
221,"Saal-Kreis","MER",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,9,1,13,0,0,0,1,29,60,23,26,5,5,0,3,0,4,0,6,19,174,16,0,210,11,10,13,64,0,135,95,9,12,6,5,0,7,49,3269,2932,113,120
222,"Halle","MER",1,3,7,25,119,0,0,3,12,16,24,2,4,2,8,11,22,4,4,10,3,12,0,1,1,0,41,77,173,57,33,14,5,5,17,40,1,80,40,288,99,0,40,61,37,8,26,19,36,117,7,166,16,41,5,42,779,1197,650,79,1528
223,"Seekreis Mannsfeld","MER",0,0,3,6,14,0,0,2,3,2,3,0,5,0,0,0,0,0,0,10,4,3,0,0,0,0,8,68,33,28,14,5,1,3,0,43,1,8,4,203,48,0,440,21,11,19,60,1,76,45,6,50,19,26,0,25,205,2940,3094,91,493
224,"Gebirgskreis Mannsfeld","MER",0,0,1,2,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,1,19,0,2,2,0,8,58,17,14,5,2,0,0,0,3,0,8,4,124,10,0,0,9,4,6,51,1,100,56,1,9,4,8,0,11,70,2471,1717,85,116
225,"Sangerhausen","MER",0,0,3,3,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,1,22,0,1,0,0,7,125,19,20,11,5,3,0,0,3,0,62,28,90,76,0,22,36,15,11,51,3,89,165,4,39,17,38,0,45,297,3940,3564,97,206
226,"Eckartsberga","MER",0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,5,0,0,0,0,4,35,6,20,0,6,0,2,0,7,2,1,57,50,10,0,4,3,5,7,62,2,54,40,1,14,9,20,0,31,61,2896,2458,70,85
227,"Querfurt","MER",0,0,2,2,7,0,0,0,0,2,0,0,3,0,0,0,0,1,1,50,0,16,0,0,0,0,0,96,20,22,3,6,1,1,0,18,0,6,26,139,9,0,123,20,8,10,47,4,113,33,7,57,16,19,0,24,90,3118,2965,94,175
228,"Merseburg","MER",0,0,4,7,12,0,0,3,18,2,5,0,7,2,2,2,16,0,0,20,0,14,0,0,0,0,5,144,55,29,8,15,0,7,3,16,6,22,37,197,53,0,42,29,36,19,93,7,162,62,35,204,21,37,0,59,58,2919,1935,104,240
229,"Weissenfels","MER",0,0,3,3,5,0,0,0,0,2,0,0,4,0,0,0,0,11,13,7,2,16,11,4,3,0,7,99,20,28,2,16,0,10,2,21,7,10,25,167,42,0,15,20,10,11,50,4,143,97,2,64,15,29,1,53,71,2441,2187,61,123
230,"Naumburg","MER",0,0,6,9,15,0,0,3,8,4,3,0,5,1,1,8,17,5,0,4,0,8,0,3,0,1,3,47,55,16,8,4,1,2,2,7,0,11,4,72,28,0,3,53,17,15,18,8,84,63,2,45,45,62,6,36,61,1038,741,22,147
231,"Zeitz","MER",0,0,2,2,6,0,0,2,4,0,0,0,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,83,50,16,10,0,0,2,0,0,0,4,10,159,8,0,0,34,20,4,19,0,119,38,2,78,17,35,2,20,185,1594,1403,53,185
232,"Nordhausen","ERF",0,0,3,5,25,0,0,2,6,3,4,1,3,3,6,8,20,1,3,3,0,10,0,0,0,0,6,39,68,28,31,4,5,5,3,22,4,21,34,191,427,0,0,46,31,15,37,5,124,70,3,67,24,49,3,54,227,1860,1559,71,654
233,"Worbis","ERF",0,0,2,2,5,0,0,0,0,0,0,0,1,0,0,8,4,0,0,3,1,2,0,22,8,0,1,14,1,15,1,0,0,0,0,4,1,85,3,95,77,0,0,10,10,5,55,2,52,202,2,43,13,35,1,32,111,2434,1683,33,55
234,"Heiligenstadt","ERF",0,0,2,3,5,0,0,0,0,2,1,0,1,1,0,29,7,0,0,3,0,3,0,3,2,0,2,25,10,12,9,5,3,0,0,7,0,4,8,134,172,0,0,10,9,11,20,5,149,62,8,58,15,29,6,20,32,2505,2290,29,131
235,"Mühlhausen","ERF",0,0,2,3,7,0,0,2,1,2,2,0,2,2,5,12,6,2,0,0,0,13,0,2,0,0,0,41,46,15,14,3,1,3,0,17,7,25,22,120,185,0,0,29,34,6,101,0,46,15,2,46,21,33,3,81,437,2138,779,47,371
236,"Langensalza","ERF",0,0,2,3,6,0,0,1,2,4,4,0,3,0,0,6,10,1,0,4,0,7,0,0,0,0,0,24,7,12,0,0,0,0,0,20,0,6,7,88,3,0,0,18,11,4,56,1,30,9,0,33,7,17,0,32,36,1779,1402,46,52
237,"Weissensee","ERF",0,0,1,2,5,0,0,2,2,1,2,0,1,0,0,0,0,0,0,22,0,3,0,1,1,0,4,22,19,6,3,1,1,0,0,4,3,5,22,83,15,0,0,12,6,2,37,1,26,90,1,13,6,10,0,35,41,1422,1136,37,83
238,"Erfurt","ERF",2,1,11,25,43,0,0,5,39,10,11,1,5,2,4,57,52,11,9,10,0,11,3,2,0,2,6,68,129,37,32,10,13,11,2,103,41,37,95,152,40,0,0,39,46,11,49,12,65,71,29,205,31,45,35,218,732,2855,1916,101,725
239,"Ziegenrück","ERF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,2,0,0,0,0,0,1,0,0,35,10,2,0,0,3,2,1,18,0,25,1,0,11,3,6,0,5,3,419,369,15,28
240,"Schleusingen","ERF",0,0,3,4,7,0,0,2,2,2,1,0,3,1,3,2,1,15,5,4,0,11,0,2,0,0,0,19,18,33,9,9,3,1,1,1,0,18,3,84,5,0,0,68,38,6,50,2,60,13,8,65,19,32,0,22,60,2112,913,20,105
241,"Tecklenburg","MUN",0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,10,0,0,1,1,0,0,0,0,0,0,22,4,39,20,2,2,2,0,37,3,21,24,130,46,0,0,8,4,19,56,1,142,2,3,44,16,24,0,27,39,990,713,8,15
242,"Warendorf","MUN",0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,2,2,1,0,6,0,3,0,0,0,0,0,39,6,21,5,4,0,1,0,5,0,19,49,75,25,0,0,3,3,14,33,0,62,0,1,33,10,11,0,32,74,2252,732,33,41
243,"Beckum","MUN",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,7,0,6,1,0,0,0,0,37,1,53,6,6,0,3,0,18,0,10,10,65,38,0,0,0,0,19,56,0,65,8,1,26,10,22,0,30,20,2211,1347,30,73
244,"Lüdinghausen","MUN",0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,6,0,0,15,6,9,6,2,1,0,0,69,3,37,15,7,1,1,0,2,0,10,11,100,51,0,4,6,4,27,24,0,115,15,1,15,12,16,0,29,24,2679,1852,47,94
245,"Landkreis Münster","MUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,3,0,0,0,0,0,18,11,21,14,1,0,0,0,6,0,8,20,53,23,0,1,2,0,12,37,0,175,1,2,34,1,2,5,37,39,2158,1545,22,50
246,"Stadt Münster","MUN",1,2,5,18,78,0,0,6,27,7,17,1,2,9,16,12,13,8,2,6,0,0,0,0,0,0,0,67,41,47,56,4,4,6,2,62,25,12,24,191,25,0,0,12,7,5,1,10,19,4,25,151,37,48,0,26,163,981,1019,96,134
247,"Steinfurt","MUN",0,0,1,1,2,0,0,1,2,1,0,0,0,1,0,27,22,1,0,11,1,1,0,0,0,0,2,43,13,30,18,3,0,5,0,17,7,12,43,107,120,0,0,3,3,22,59,0,139,21,1,34,14,24,0,35,65,1561,841,35,115
248,"Coesfeld","MUN",0,0,2,4,6,0,0,1,3,2,1,1,1,1,0,8,7,0,0,16,2,0,0,2,2,0,1,86,45,46,41,8,7,2,1,20,0,13,8,35,82,0,0,18,15,19,55,3,111,8,1,23,20,19,0,40,52,2557,1753,71,99
