kreiskey1882,county,rb,occ1882_se_utb_pr,occ1882_emp_utb_pr,occ1882_unemp_pr,occ1882_ukn_pr,occ1882_dom_pr,occ1882_wif_pr,occ1882_sum_pr,occ1882_se_utb_cat,occ1882_emp_utb_cat,occ1882_unemp_cat,occ1882_ukn_cat,occ1882_dom_cat,occ1882_wif_cat,occ1882_sum_cat,occ1882_se_utb_jew,occ1882_emp_utb_jew,occ1882_unemp_jew,occ1882_ukn_jew,occ1882_dom_jew,occ1882_wif_jew,occ1882_sum_jew,occ1882_se_utb_tot,occ1882_emp_utb_tot,occ1882_unemp_tot,occ1882_ukn_tot,occ1882_dom_tot,occ1882_wif_tot,occ1882_sum_tot
310,"MEPPEN","OSN",0,3,52,1,61,1053,1828,3,37,461,34,1342,29502,54692,0,0,7,1,4,267,414,3,40,520,36,1407,30825,56940
311,"LINGEN","OSN",0,43,550,55,956,15386,28202,0,39,381,26,991,17561,30735,0,0,6,2,4,249,379,0,82,937,83,1951,33196,59320
312,"BERSENBRUCK","OSN",0,47,277,19,820,13594,23778,0,13,115,10,736,11046,19424,0,0,1,0,1,56,90,0,60,393,29,1557,24696,43308
313,"OSNABRUCK","OSN",1,48,1424,43,1899,29275,50279,1,28,587,19,1004,16364,27009,0,0,9,1,0,257,411,2,76,2022,63,2905,45902,77715
314,"MELLE","OSN",1,48,293,9,948,15220,25336,0,32,199,30,907,14452,23993,0,0,3,0,0,34,51,1,80,495,39,1855,29706,49380
315,"AURICH","AUR",1,31,1259,154,2737,42973,77056,0,7,21,9,37,557,2098,0,0,20,5,14,510,836,1,38,1301,168,2794,44192,80252
316,"EMDEN","AUR",2,34,1638,293,2887,33134,59459,0,2,23,0,31,478,1129,0,0,32,5,8,678,1152,2,37,1712,303,2934,34535,62146
317,"LEER","AUR",0,129,1140,219,2288,35656,61809,0,7,47,7,95,2091,3583,0,0,9,1,15,417,652,0,138,1211,229,2431,38649,66880
318,"TECKLENBURG","MUN",0,16,596,5,1053,15997,26970,2,27,222,1,700,11562,19210,27,15,12,0,4,142,226,2,43,830,6,1757,27701,46406
319,"WARENDORF","MUN",0,0,15,1,5,163,315,0,9,369,26,790,15210,27546,0,0,2,0,1,64,97,0,9,386,27,796,15437,27958
320,"BECKUM","MUN",0,3,10,0,29,591,1077,5,50,314,14,1726,23695,41371,0,0,3,0,0,199,303,5,53,327,14,1755,24485,42753
321,"LUDINGHAUSEN","MUN",0,7,31,1,35,274,587,0,17,457,77,1582,22938,39677,0,0,2,0,6,146,246,0,24,490,78,1623,23358,40510
322,"MUNSTER","MUN",1,22,613,4,186,2725,6274,1,178,2835,22,2126,15780,33409,1,0,56,0,10,430,700,3,200,3506,26,2322,18938,40394
323,"MUNSTER","MUN",0,0,5,0,12,75,289,0,11,394,22,1566,20255,37225,0,0,3,0,1,92,127,0,11,402,22,1579,20422,37641
324,"STEINFURT","MUN",0,43,198,0,185,3131,5381,0,518,515,3,1346,23482,42843,0,0,10,0,7,314,491,0,561,726,3,1539,26941,48743
325,"KOESFELD","MUN",0,3,21,0,31,331,596,0,10,459,20,1515,23003,41112,0,0,1,0,5,168,267,0,13,481,20,1551,23502,41975
326,"AHAUS","MUN",0,182,15,2,28,700,1286,0,329,293,22,1042,18693,34058,0,0,3,0,6,201,308,0,511,311,24,1076,19594,35653
327,"BORKEN","MUN",2,12,27,2,54,1080,1833,2,514,335,8,1069,22511,40669,1,0,15,0,7,258,411,5,526,377,10,1130,23849,42914
328,"RECKLINGHAUSEN","MUN",0,8,4,4,87,2088,3409,0,79,802,46,2069,37939,62528,0,0,1,0,3,93,159,0,87,807,50,2159,40126,66106
329,"MINDEN","MIN",4,119,1052,55,2667,43806,72936,0,0,94,5,111,1813,3503,0,0,27,0,4,263,492,4,119,1180,60,2782,45921,77000
330,"LUBBECKE","MIN",0,12,234,75,1496,28839,45779,0,0,8,0,14,123,224,0,0,5,0,0,154,262,0,12,247,75,1510,29120,46271
331,"HERFORD","MIN",0,205,732,125,2043,43362,72150,0,3,59,4,51,1088,1851,0,0,10,1,9,302,490,0,208,802,130,2103,44778,74527
332,"HALLE","MIN",1,66,163,25,993,16553,27520,0,1,5,0,39,281,521,0,0,1,0,4,72,129,1,67,169,25,1036,16921,28203
333,"BIELEFELD","MIN",1,890,328,135,1136,15408,26971,0,91,28,14,113,1839,3478,0,0,61,0,4,520,814,1,981,419,149,1253,17822,31343
334,"BIELEFELD","MIN",5,405,776,50,922,23091,39322,0,16,39,3,13,584,1034,0,0,3,0,0,40,59,5,421,819,53,936,23744,40457
335,"WIEDENBRUCK","MIN",0,25,373,6,424,5818,10315,0,22,307,15,1093,18937,31695,0,0,11,0,6,213,354,0,47,691,21,1523,24969,42366
336,"PADERBORN","MIN",0,1,117,12,125,1483,3356,7,93,967,140,1690,22903,39704,0,0,18,0,8,278,467,7,94,1102,152,1823,24664,43527
337,"BUREN","MIN",0,0,13,5,36,364,712,0,8,305,25,1134,21241,34189,0,0,9,0,9,404,580,0,8,327,30,1179,22009,35481
338,"WARBURG","MIN",0,1,46,6,139,1182,2283,0,19,474,48,832,16751,27665,0,0,41,0,9,593,886,0,20,562,54,980,18537,30848
339,"HOXTER","MIN",0,25,192,4,296,2863,5476,1,52,589,20,1469,27224,44192,0,0,42,0,21,726,1137,1,77,823,24,1786,30817,50812
340,"ARNSBERG","ARN",2,13,73,3,64,1434,2470,6,254,381,59,1414,23393,38284,0,1,4,0,9,236,363,8,268,459,62,1487,25067,41124
341,"MESCHEDE","ARN",0,20,17,1,16,914,1441,0,206,236,19,1231,20180,33581,0,0,3,0,0,145,209,0,226,256,20,1247,21239,35231
342,"BRILON","ARN",2,8,44,9,86,559,1155,0,69,774,199,847,22489,36344,0,0,23,0,11,461,706,2,77,843,208,946,23532,38245
343,"LIPPSTADT","ARN",1,17,422,1,131,2001,4196,0,146,573,28,1391,19011,32528,0,0,26,0,14,387,665,1,163,1021,29,1536,21399,37391
344,"SOEST","ARN",0,31,632,29,682,11379,20500,0,113,341,70,1371,17080,29360,0,0,16,0,8,339,541,0,144,990,99,2061,28810,50420
345,"HAMM","ARN",1,475,1256,140,1643,24975,42614,2,699,593,73,955,15455,25233,0,0,22,0,6,330,541,3,1177,1871,214,2607,40783,68437
346,"DORTMUND","ARN",1,138,1160,9,1338,23085,38382,0,108,576,6,955,19732,31607,0,0,17,0,12,614,1005,1,247,1754,15,2306,43486,71079
347,"DORTMUND","ARN",1,379,1858,59,2337,49632,77984,0,273,644,26,1032,26873,41507,0,0,18,0,16,715,1095,1,652,2521,85,3387,77253,120634
348,"BOCHUM","ARN",8,139,218,12,492,8346,14472,2,174,320,26,759,13172,21550,0,0,14,0,5,431,673,10,313,554,38,1257,21984,36747
349,"BOCHUM","ARN",2,1130,2064,222,2832,74480,118190,2,714,1372,157,1865,59241,92698,0,0,16,0,4,914,1396,4,1845,3459,380,4701,134826,212559
350,"HAGEN","ARN",3,750,1798,113,2882,64374,104253,0,119,222,13,601,13903,21933,0,1,12,0,7,261,481,3,880,2038,128,3507,79007,127374
351,"ISERLOHN","ARN",5,582,663,139,1103,21736,36340,4,478,298,42,860,15627,25511,0,0,23,0,4,447,657,10,1060,984,181,1968,37850,62569
352,"ALTENA","ARN",7,1908,567,208,1696,36967,61910,1,173,28,17,262,3134,5806,0,0,8,0,3,155,256,8,2090,606,225,1967,40513,68371
353,"OLPE","ARN",0,85,68,3,36,943,1762,1,419,326,59,1135,19748,33063,0,0,0,3,1,55,82,1,504,397,62,1172,20747,34909
354,"SIEGEN","ARN",3,402,914,69,1570,34245,58879,1,45,130,12,368,6584,12116,0,0,5,0,3,133,198,4,447,1052,81,1954,41393,71822
355,"WITTGENSTEIN","ARN",0,16,169,19,398,11628,18993,0,1,10,1,13,474,684,0,0,1,5,0,248,374,0,17,184,20,411,12363,20072
356,"KASSEL","KAS",5,174,3341,25,3696,25898,52825,0,16,288,2,257,2388,5119,1,0,206,0,36,1307,2105,6,191,3840,28,4019,29677,60115
357,"KASSEL","KAS",0,465,578,45,774,26357,43022,0,3,19,2,10,446,730,0,0,0,8,1,152,233,0,469,606,47,789,27052,44131
358,"ESCHWEGE","KAS",0,51,268,57,1060,24350,39814,0,2,216,0,28,389,909,0,1,54,1,14,899,1395,0,54,538,58,1102,25655,42148
359,"FRITZLAR","KAS",0,14,329,36,483,13700,22958,0,0,136,2,76,1292,2313,0,0,0,9,0,702,1020,0,14,506,38,568,15694,26291
360,"HOFGEISMAR","KAS",1,82,610,39,733,21296,35190,0,3,15,1,9,189,610,0,0,24,0,4,387,601,1,85,653,40,747,21960,36539
361,"HOMBERG","KAS",0,18,595,94,529,12456,21485,0,0,3,0,3,96,165,0,0,8,1,6,263,390,0,18,606,96,538,12833,22073
362,"MELSUNGEN","KAS",0,104,646,30,548,16584,26737,0,1,94,0,0,57,188,0,0,30,1,11,533,813,0,105,773,31,560,17209,27799
363,"ROTENBURG","KAS",0,5,383,54,644,17767,28524,0,0,8,1,8,214,370,0,0,23,1,9,603,891,0,5,414,56,661,18610,29824
364,"WITZENHAUSEN","KAS",0,250,387,32,607,18443,29359,0,0,2,0,2,139,244,0,0,13,1,2,209,303,0,253,403,33,612,18868,30031
365,"WOLFHAGEN","KAS",0,2,533,5,570,12708,20540,0,0,98,0,19,1826,3010,0,0,0,41,10,368,582,0,2,673,5,600,14908,24146
366,"MARBURG","KAS",0,35,1450,65,1042,21571,39337,0,2,155,4,86,698,1570,0,0,0,41,15,410,648,0,38,1651,69,1146,22801,41779
367,"FRANKENBERG","KAS",0,11,224,65,487,13876,22354,0,0,22,0,1,67,160,0,0,12,0,0,458,617,0,11,258,65,490,14465,23220
368,"KIRCHHAIN","KAS",0,6,167,18,208,7341,12298,0,3,118,11,142,5402,9360,0,0,0,12,9,574,854,0,9,297,29,359,13319,22515
369,"ZIEGENHAIN","KAS",0,24,932,99,719,18319,31215,0,1,5,0,2,77,128,0,0,13,0,5,606,901,0,25,950,99,726,19013,32264
370,"FULDA","KAS",0,18,177,3,102,1909,3268,3,110,1350,82,991,24925,42471,0,0,37,0,15,371,565,3,128,1564,85,1108,27205,46304
371,"HERSFELD","KAS",0,99,549,63,691,19655,31354,0,0,7,1,10,178,391,0,0,14,1,5,385,528,0,99,577,66,711,20300,32411
372,"HUNFELD","KAS",0,4,101,10,169,4553,7405,0,4,339,49,246,8939,15102,0,0,27,8,7,854,1198,0,8,467,67,422,14346,23705
373,"HANAU","KAS",7,529,1268,117,1820,37827,66296,1,133,182,27,647,8108,15618,0,2,62,5,35,1234,2080,8,664,1513,149,2505,47274,84170
374,"GELNHAUSEN","KAS",0,14,232,69,438,16266,26469,0,53,147,39,207,8229,13828,0,0,20,5,19,715,1071,0,67,399,113,664,25227,41398
375,"SCHLUCHTERN","KAS",0,8,398,45,440,12188,19894,0,29,103,14,102,4761,7739,0,0,21,6,13,703,1045,0,37,522,65,555,17652,28678
376,"SCHMALKALDEN","KAS",0,163,340,31,535,18554,30062,0,0,1,0,2,40,74,0,0,12,0,0,188,287,0,168,355,31,540,18840,30511
377,"RINTELN","KAS",0,23,878,60,1318,22641,37588,0,1,29,1,12,311,618,0,0,9,1,4,208,329,0,24,917,62,1334,23171,38549
378,"GERSFELD","KAS",0,0,208,4,154,4743,8075,0,2,301,15,210,7654,13041,0,0,19,0,11,371,560,0,2,528,19,375,12768,21677
379,"DILLKREIS","WIE",0,17,510,35,672,20806,36300,0,4,7,4,20,656,1064,0,0,1,1,1,70,98,0,21,524,40,698,21924,38091
380,"OBERWESTERWALDKREIS","WIE",0,11,108,17,208,13779,22691,0,15,101,27,151,7625,12379,0,0,8,0,2,162,281,0,26,217,44,361,21572,35364
381,"UNTERWESTERWALDKREIS","WIE",0,12,137,2,159,5332,8712,0,40,689,44,717,28123,46797,0,0,13,1,0,356,537,0,52,839,47,876,33811,56047
382,"OBERLAHNKREIS","WIE",1,23,325,66,710,18971,30830,0,28,365,56,389,16568,26578,0,0,14,2,5,529,818,1,51,704,124,1104,36071,58232
383,"UNTERLAHNKREIS","WIE",2,42,1028,7,1120,29771,50468,1,50,501,5,734,11896,20341,0,0,38,0,21,814,1325,3,92,1569,12,1875,42488,72148
384,"RHEINGAUKREIS","WIE",0,19,689,5,519,9538,16464,1,131,1179,11,1064,26581,44077,0,0,36,0,1,356,540,1,150,1910,16,1584,36496,61127
385,"WIESBADEN","WIE",2,17,2638,38,2445,17111,32618,0,14,822,20,1645,8009,15956,0,0,118,0,42,693,1182,2,31,3653,60,4146,26031,50164
386,"WIESBADEN","WIE",7,448,554,156,890,21778,37393,2,477,447,156,743,19078,32226,0,1,29,3,22,721,1143,9,927,1033,315,1655,41613,70819
387,"OBERTAUNUSKREIS","WIE",2,138,959,47,805,16826,29362,0,195,317,41,598,15292,25701,0,0,54,0,29,744,1103,2,333,1332,88,1435,32929,56282
388,"UNTERTAUNUSKREIS","WIE",0,80,294,32,596,17906,28910,0,51,206,33,275,8216,13320,0,0,21,1,6,570,828,0,131,521,66,877,26693,43061
389,"FRANKFURT","WIE",3,130,4400,79,7797,44853,92341,6,71,1153,36,5340,21685,46134,1,1,1297,3,529,7436,14012,11,202,6866,119,13674,74112,152778
390,"BIEDENKOPF","WIE",0,83,172,35,463,22992,39374,0,0,2,0,2,95,174,0,0,10,5,8,336,550,0,83,184,40,475,23472,40179
391,"KOBLENZ","KOB",2,32,735,14,393,5984,12915,3,219,2237,131,2678,36829,69835,0,0,44,4,21,858,1340,5,251,3024,149,3094,43694,84145
392,"SANKT GOAR","KOB",0,3,313,7,150,4103,7049,0,16,425,33,599,18864,31859,0,0,9,0,2,258,400,0,19,750,40,751,23263,39370
393,"KREUZNACH","KOB",1,93,649,107,1131,21498,37356,0,112,254,89,1093,17202,29281,0,0,65,1,22,1160,1783,1,205,971,197,2248,39989,68621
394,"SIMMERN","KOB",0,68,148,43,340,12385,20828,1,102,78,46,252,9356,14923,0,0,3,2,1,353,533,1,170,229,91,593,22129,36341
395,"ZELL","KOB",0,5,73,17,167,6028,10027,0,4,110,36,339,12342,20227,0,0,1,4,1,186,272,0,9,187,53,507,18556,30571
396,"KOCHEM","KOB",0,0,13,3,7,243,411,0,8,204,56,540,20948,36498,0,0,6,0,4,286,457,0,8,223,59,551,21482,37372
397,"MAYEN","KOB",0,2,166,1,23,521,1119,2,32,1000,165,1362,32681,56041,0,0,26,1,7,607,957,2,34,1193,167,1393,33839,58165
398,"ADENAU","KOB",0,0,1,1,0,31,78,0,9,80,31,290,13023,21499,0,0,0,0,0,6,9,0,9,81,32,290,13060,21586
399,"AHRWEILER","KOB",0,1,77,12,46,584,1159,2,221,399,118,683,19589,34474,0,0,5,0,2,252,427,2,222,481,130,731,20425,36060
400,"NEUWIED","KOB",1,240,914,5,641,15307,27129,1,160,560,29,963,25762,44471,0,0,35,3,22,810,1305,2,401,1509,37,1630,41918,72977
401,"ALTENKIRCHEN","KOB",0,28,107,79,628,16319,28344,0,17,108,91,511,17446,28716,0,0,2,1,4,212,326,0,45,217,171,1146,33996,57423
402,"WETZLAR","KOB",1,157,458,33,926,26973,46039,0,32,43,1,48,965,1690,0,0,10,0,10,591,844,1,191,511,34,984,28619,48760
403,"MEISENHEIM","KOB",0,7,100,25,185,6584,11451,0,1,17,9,35,1109,1922,0,0,13,3,3,224,345,0,8,130,37,223,7927,13732
404,"KLEVE","DUS",2,8,264,5,154,3072,5650,0,41,1132,69,1541,25078,43644,0,0,16,1,12,281,448,2,49,1420,75,1707,28455,49798
405,"REES","DUS",0,17,500,7,593,11605,21918,1,91,852,78,1399,23341,40271,0,0,15,1,8,373,608,1,108,1372,86,2000,35337,62834
406,"KREFELD","DUS",2,195,347,83,624,10196,17777,3,610,936,245,1934,33254,57744,0,7,11,6,34,924,1508,5,826,1342,343,2600,44925,77998
407,"KREFELD","DUS",0,1,8,0,56,555,986,0,65,298,47,805,17207,31096,0,0,5,0,8,175,272,0,66,320,47,870,17958,32397
408,"DUISBURG","DUS",4,321,304,172,687,12637,20231,0,537,157,183,574,13760,21582,0,0,0,0,0,215,336,4,861,461,355,1261,26672,42238
409,"MULHEIM","DUS",2,1465,1183,222,1809,50418,78746,0,1739,579,175,1137,34953,54869,0,1,27,2,11,676,1033,2,3209,1803,399,2963,86351,135114
410,"ESSEN","DUS",1,412,358,115,667,14069,22467,0,667,525,224,1162,22731,36502,0,0,17,1,19,592,936,1,1082,905,342,1848,37502,60087
411,"ESSEN","DUS",0,313,907,72,500,21230,32807,0,638,2882,157,1623,57544,88464,0,0,7,0,4,241,386,0,954,3799,229,2127,79154,121849
412,"MORS","DUS",0,151,600,11,820,18070,30701,0,35,529,9,1032,18986,32818,0,1,18,1,14,307,514,0,187,1150,21,1868,37383,64065
413,"GELDERN","DUS",2,7,58,1,57,898,1995,0,24,496,71,1342,27599,50536,0,0,13,1,2,68,169,2,31,569,73,1401,28565,52702
414,"KEMPEN","DUS",0,2,57,1,56,1518,2625,4,150,1010,99,1723,46475,87090,0,0,12,1,12,371,644,4,152,1080,101,1791,48367,90366
415,"DUSSELDORF","DUS",1,78,1438,45,1257,12803,24951,2,342,2725,162,3058,41291,73925,0,0,49,1,17,530,940,3,421,4237,208,4338,54715,99998
416,"DUSSELDORF","DUS",0,214,639,35,367,6901,12966,2,784,758,121,1320,24815,41147,0,0,15,0,1,178,293,2,998,1413,156,1689,31962,54519
417,"ELBERFELD","DUS",2,355,1490,40,2397,43822,72838,0,132,362,22,969,12258,22401,0,3,8,0,20,718,1109,2,490,1865,63,3407,57297,97153
418,"BARMEN","DUS",1,153,1351,230,2139,49014,79465,0,25,214,41,510,9143,15000,0,1,5,0,4,107,199,1,179,1583,273,2672,58808,95521
419,"METTMANN","DUS",0,406,641,118,1147,28520,48823,0,232,123,58,530,9149,16746,0,0,9,1,5,137,221,0,638,773,177,1685,38042,66172
420,"LENNEP","DUS",11,710,1200,133,1777,49703,81892,1,284,166,34,399,7281,13602,0,1,2,4,3,94,160,12,997,1374,172,2187,57562,96411
421,"SOLINGEN","DUS",17,687,798,209,1433,38410,65070,2,598,338,77,1023,26557,41906,0,0,4,0,12,372,521,19,1288,1149,287,2477,65873,108314
422,"NEUSS","DUS",0,6,45,1,44,737,1294,2,214,1047,101,1521,27587,47266,0,0,22,1,15,341,532,2,220,1114,103,1580,28665,49092
423,"GREVENBROICH","DUS",1,15,146,4,69,3394,6046,2,433,368,49,1012,19505,33799,0,0,16,1,14,577,909,3,448,530,54,1095,23492,40779
424,"GLADBACH","DUS",1,361,635,29,497,14738,25077,1,1650,1133,150,2345,56415,100970,0,2,22,4,9,715,1150,2,2014,1795,184,2855,71940,127319
425,"WIPPERFURTH","KOL",1,19,16,12,67,1631,2735,0,265,232,125,776,13725,25312,0,0,0,0,0,0,4,1,284,248,137,843,15356,28051
426,"WALDBROL","KOL",0,30,51,23,250,8333,13820,0,9,54,6,146,5877,8890,0,0,2,0,0,47,69,0,39,107,29,396,14267,22796
427,"GUMMERSBACH","KOL",0,623,237,7,565,16308,27604,0,36,28,2,87,1547,2778,0,0,1,0,1,53,73,0,659,267,9,653,17994,30584
428,"SIEGKREIS","KOL",1,28,355,7,256,5469,9468,1,327,1474,9,2015,46774,78747,0,0,21,0,10,482,763,2,357,1853,16,2281,52744,89010
429,"MULHEIM","KOL",1,158,229,5,189,4861,8229,3,714,887,48,1720,36188,61964,0,0,7,0,5,171,270,4,872,1123,53,1917,41276,70546
430,"KOLN","KOL",2,37,1174,73,969,8409,20198,4,216,4929,354,6940,62503,118164,0,0,289,1,145,2532,4547,6,253,6405,430,8065,73558,143145
431,"KOLN","KOL",3,191,772,20,234,6785,12584,6,2136,3003,215,2713,68543,113646,1,1,27,4,19,701,1107,10,2328,3807,241,2969,76114,127467
432,"BERGHEIM","KOL",0,1,9,0,6,196,341,0,94,576,31,1213,23209,39497,0,0,12,1,4,317,526,0,95,597,32,1223,23724,40368
433,"EUSKIRCHEN","KOL",0,4,5,2,3,187,348,2,245,597,82,1202,22396,39055,0,0,24,1,7,385,664,2,249,626,85,1212,22968,40067
434,"RHEINBACH","KOL",0,0,8,1,11,119,224,3,64,362,74,843,18043,31380,0,0,12,0,4,447,690,3,64,382,75,858,18609,32294
435,"BONN","KOL",5,16,1349,51,544,3944,8213,4,312,2107,174,3500,40665,72694,0,0,109,4,24,829,1423,10,328,3573,229,4068,45445,82347
436,"DAUN","TRI",0,0,5,1,1,97,146,1,20,103,39,382,15211,27027,0,0,0,0,0,19,26,1,20,108,40,383,15327,27199
437,"PRUM","TRI",0,0,1,0,3,146,203,0,7,121,73,705,20482,34585,0,0,0,0,0,17,21,0,7,122,73,708,20645,34809
438,"BITBURG","TRI",0,0,15,0,3,77,137,0,20,252,99,707,24809,43886,0,0,1,0,3,97,141,0,20,268,99,713,24983,44164
439,"WITTLICH","TRI",0,1,4,0,2,133,233,0,9,240,63,487,20730,36955,0,0,9,0,4,316,477,0,10,253,63,493,21186,37675
440,"BERNKASTEL","TRI",0,2,37,11,154,7402,12578,0,17,173,33,450,18591,30859,0,0,8,0,11,572,865,0,19,218,44,615,26572,44314
441,"TRIER","TRI",1,6,188,3,114,2039,4526,0,68,1435,76,1482,16968,32903,1,1,33,0,27,573,940,2,75,1661,79,1623,19580,38380
442,"TRIER","TRI",0,1,7,3,9,599,965,1,81,232,49,511,35750,64056,0,0,12,0,3,498,763,1,82,251,52,523,36858,65803
443,"SAARBURG","TRI",0,0,2,0,0,110,173,0,111,259,32,312,17902,30254,0,0,5,0,1,208,313,0,111,266,32,313,18220,30740
444,"MERZIG","TRI",0,0,71,0,6,127,296,4,172,686,18,413,21549,36573,0,0,15,0,7,205,340,4,172,772,18,426,21881,37209
445,"SAARLOUIS","TRI",0,1,29,5,54,1018,2394,2,119,978,225,876,36903,62756,0,0,20,0,9,590,918,2,120,1027,230,939,38532,66108
446,"SAARBRUCKEN","TRI",1,80,1350,66,937,28153,44644,0,107,1428,96,1237,40552,64717,0,0,5,0,4,220,398,1,187,2787,162,2179,68970,109838
447,"OTTWEILER","TRI",0,23,687,42,333,13996,21829,1,23,1090,66,608,27783,43239,0,0,21,0,5,467,690,1,46,1798,108,946,42288,65819
448,"SANKT WENDEL","TRI",0,4,75,26,339,13351,21502,0,17,200,81,389,15007,23773,0,0,10,1,1,310,440,0,21,285,108,729,28674,45725
449,"ERKELENZ","AAC",0,0,60,2,31,1038,1824,0,7,559,19,909,19626,36427,0,0,3,0,2,96,167,0,7,622,21,942,20760,38418
450,"HEINSBERG","AAC",0,0,23,0,9,579,865,0,17,327,66,689,18801,33610,0,0,9,0,4,131,213,0,17,359,66,702,19511,34688
451,"GEILENKIRCHEN","AAC",0,0,8,0,7,160,292,0,21,262,75,613,14017,25310,0,0,6,0,4,172,272,0,21,276,75,624,14349,25874
452,"JULICH","AAC",0,1,43,0,20,617,1604,0,94,696,24,1222,21540,39361,0,0,24,1,7,380,624,0,95,763,25,1249,22537,41590
453,"DUREN","AAC",1,5,102,5,46,898,1707,2,649,1163,253,1818,38702,69700,0,0,16,2,13,553,852,3,654,1281,260,1877,40153,72259
454,"AACHEN","AAC",2,38,280,4,192,2703,5352,7,996,3170,32,3521,43106,79361,0,1,34,0,24,749,1241,9,1035,3486,36,3738,46572,85992
455,"AACHEN","AAC",1,83,134,12,76,2218,3730,9,2147,2435,166,1912,58998,100425,0,0,8,0,10,385,600,10,2230,2578,178,1998,61602,104759
456,"EUPEN","AAC",0,0,27,2,25,359,564,4,340,468,104,589,14161,25772,0,0,0,0,0,7,9,4,340,495,106,614,14527,26345
457,"MONTJOIE","AAC",0,1,18,0,13,412,799,0,125,194,5,365,9220,17723,0,0,0,0,0,0,2,0,126,212,5,378,9632,18524
458,"SCHLEIDEN","AAC",0,40,48,0,44,1078,1850,0,128,604,8,816,24207,43301,0,0,7,0,0,156,274,0,168,659,8,860,25441,45425
459,"MALMEDY","AAC",0,0,8,2,5,196,312,2,78,293,40,540,16155,29996,0,0,0,0,0,8,14,2,78,301,42,545,16359,30322
460,"SIGMARINGEN","SIG",0,0,18,1,22,401,755,0,10,542,35,628,11191,20541,0,0,1,0,0,3,11,0,10,561,36,650,11600,21313
461,"GAMMERTINGEN","SIG",0,0,2,0,23,127,326,0,16,221,25,213,7316,13130,0,0,0,0,0,0,6,0,16,223,25,236,7443,13462
462,"HECHINGEN","SIG",0,4,7,2,79,378,797,2,46,233,52,353,10438,18741,1,0,26,1,0,229,397,3,50,266,55,432,11045,19935
463,"HAIGERLOCH","SIG",0,1,1,0,26,48,204,0,19,172,4,260,6107,11100,0,0,7,4,2,253,360,0,20,180,8,288,6408,11664
464,"BERLIN","BER",42,1418,35204,536,52293,508838,1009221,4,136,2624,35,5245,40696,89513,11,16,3663,11,400,29890,54069,58,1578,41615,582,58003,581792,1156945
