kreiskey1892,county,rb,wage1892_ov16_m_ur,wage1892_ov16_m_ru,wage1892_ov16_f_ur,wage1892_ov16_f_ru,wage1892_un16_m_ur,wage1892_un16_m_ru,wage1892_un16_f_ur,wage1892_un16_f_ru
273,"NAUMBURG","MER",1.9,1.8,1.1,1,1.05,.9,.85,.8
274,"ZEITZ","MER",2.2,1.8,1,1,1.2,1,.8,.75
275,"NORDHAUSEN","ERF",1.6,,.9,,.7,,.7,
276,"HOHENSTEIN","ERF",1.33,1.33,1,1,1,1,.67,.67
277,"WORBIS","ERF",1.4,1.4,.8,.8,.6,.6,.6,.6
278,"HEILIGENSTADT","ERF",1.6,1.2,.8,.8,.65,.6,.55,.5
279,"MUHLHAUSEN","ERF",1.7,,1,,.7,,.7,
280,"MUHLHAUSEN","ERF",1.6,1.6,1,1,.8,.8,.7,.7
281,"LANGENSALZA","ERF",1.45,1.5,.9,.9,.7,.7,.67,.6
282,"WEISSENSEE","ERF",1.45,1.4,.9,.9,.7,.7,.6,.6
283,"ERFURT","ERF",2,,1.2,,.9,,.8,
284,"ERFURT","ERF",,1.5,,1,,.8,,.8
285,"ZIEGENRUCK","ERF",1.33,1.47,.93,.99,.77,.79,.63,.69
286,"SCHLEUSINGEN","ERF",1.5,1.5,1,1,.8,.8,.6,.6
287,"HADERSLEBEN","SCH",1.75,1.75,1.25,1.25,.8,.8,.75,.75
288,"APENRADE","SCH",1.8,1.8,1,1.3,.75,1,.75,.9
289,"SONDERBURG","SCH",1.6,1.6,1.2,1.09,.9,.9,.8,.8
290,"FLENSBURG","SCH",2,,1.3,,.8,,.6,
291,"FLENSBURG","SCH",2,1.8,1.3,1.2,.8,.8,.6,.6
292,"SCHLESWIG","SCH",1.8,1.8,1.2,1.2,.9,.9,.7,.7
293,"ECKERNFORDE","SCH",2.2,1.75,1.6,.98,1,.71,.8,.59
294,"EIDERSTEDT","SCH",2.5,2.5,1.5,1.5,1.2,1.2,.9,.9
295,"HUSUM","SCH",2.2,2.2,1.4,1.4,.9,.9,.7,.7
296,"TONDERN","SCH",2.3,2.12,1.28,1.23,1.13,1,.68,.63
297,"OLDENBURG","SCH",1.8,1.8,1.2,1.2,.6,.6,.5,.5
298,"PLON","SCH",2,1.62,1.5,1.21,1,.76,.75,.65
299,"KIEL","SCH",2.7,,1.6,,1,,.8,
300,"KIEL","SCH",2.25,2,1.2,1,.65,.65,.6,.6
301,"RENDSBURG","SCH",2.2,2,1.43,1.35,1,1,.9,.9
302,"NORDERDITHMARSCHEN","SCH",2.2,2.2,1.5,1.5,1,1,.8,.8
303,"SUDERDITHMARSCHEN","SCH",2.1,2.13,1.3,1.33,1,1,.7,.67
304,"STEINBURG","SCH",2.08,2,1.26,1.2,.9,.9,.7,.7
305,"SEGEBERG","SCH",1.8,1.5,1.2,1,.8,.7,.7,.6
306,"STORMARN","SCH",2.12,1.84,1.43,1.22,1.03,.81,.83,.76
307,"PINNEBERG","SCH",2,1.9,1.25,1.15,1,.94,.8,.74
308,"ALTONA","SCH",3,,2,,1,,1,
309,"LAUENBURG","SCH",1.7,1.7,1,1,.9,.9,.7,.7
310,"DIEPHOLZ","HAN",2,2,1.5,1.5,1.2,1.2,1,1
311,"SYKE","HAN",2,2,1,1,1,1,.5,.5
312,"HOYA","HAN",1.5,1.5,1.1,1.1,1,1,.8,.8
313,"NIENBURG","HAN",1.77,1.75,1.1,1.15,1.27,1.15,.9,.9
314,"STOLZENAU","HAN",1.5,1.5,1,1,.8,.8,.6,.6
315,"SULINGEN","HAN",1.8,1.8,1.2,1.2,1.2,1.2,.7,.7
316,"NEUSTADT","HAN",1.63,1.63,1.14,1.14,1,1,.86,.86
317,"HANNOVER","HAN",2.4,,1.5,,1.2,,1,
318,"HANNOVER","HAN",,2,,1.3,,1.3,,1
319,"LINDEN","HAN",2,,1.3,,1,,.7,
320,"LINDEN","HAN",,1.77,,1.04,,1,,.55
321,"SPRINGE","HAN",1.4,1.4,1,1,.7,.7,.6,.6
322,"HAMELN","HAN",1.75,1.5,1.13,1,.75,.75,.5,.5
323,"PEINE","HIL",2.2,1.8,1.2,1.2,1,1,.8,.8
324,"HILDESHEIM","HIL",2,,1.25,,1.1,,1,
325,"HILDESHEIM","HIL",1.5,1.5,1,1,.8,.8,.6,.6
326,"MARIENBURG","HIL",1.5,1.5,1,1,1,1,.6,.6
327,"GRONAU","HIL",1.6,1.6,1,1,.8,.8,.6,.6
328,"ALFELD","HIL",1.8,1.5,1,.81,1,.8,.75,.6
329,"GOSLAR","HIL",1.5,1.59,1,.86,1,.84,.8,.64
330,"OSTERODE AM HARZ","HIL",1.57,1.5,1,1,.73,.8,.7,.7
331,"DUDERSTADT","HIL",1.6,1.5,1.1,1,1,.7,.7,.7
332,"GOTTINGEN","HIL",2,,1,,1,,.6,
333,"GOTTINGEN","HIL",,1.35,,.9,,.8,,.6
334,"MUNDEN","HIL",1.6,1.5,1.07,1,.87,.8,.73,.6
335,"USLAR","HIL",1.5,1.5,1,1,.9,.9,.75,.75
336,"EINBECK","HIL",1.55,1.5,1.05,1,.95,1,.8,.7
337,"NORTHEIM","HIL",1.63,1.6,1.03,1,.87,1,.73,.8
338,"ZELLERFELD","HIL",1.5,1.5,1,1,.75,.75,.6,.6
339,"ILFELD","HIL",1.4,1.4,.7,.7,.7,.7,.5,.5
340,"CELLE","LUN",1.8,,1.2,,1,,1,
341,"CELLE","LUN",,1.75,,1.1,,1,,.8
342,"GIFHORN","LUN",1.5,1.5,1.1,1.1,1,1,.8,.8
343,"BURGDORF","LUN",1.9,1.9,1.25,1.25,1.1,1.1,1,1
344,"ISENHAGEN","LUN",,1.65,,1.15,,.95,,.9
345,"FALLINGBOSTEL","LUN",1.6,1.6,1,1,1,1,.7,.7
346,"SOLTAU","LUN",1.75,1.75,1.25,1.25,1.1,1.1,.9,.9
347,"ULZEN","LUN",1.7,1.7,1,1,.95,.95,.7,.7
348,"LUCHOW","LUN",1.6,1.6,1.2,1.2,.85,.85,.65,.65
349,"DANNENBERG","LUN",1.85,1.85,1.35,1.35,1.35,1.35,1,1
350,"BLECKEDE","LUN",,1.6,,1,,1,,.8
351,"LUNEBURG","LUN",2,,1.2,,1,,.8,
352,"LUNEBURG","LUN",,1.7,,1.2,,.85,,.85
353,"WINSEN","LUN",2,1.65,1.3,1.09,1.3,1.09,.9,.8
354,"HARBURG","LUN",2.4,,1.5,,1.2,,.8,
355,"HARBURG","LUN",,1.72,,1.33,,1.23,,1.07
356,"JORK","STA",2.26,2,1.3,1.62,.9,1.14,.64,.94
357,"STADE","STA",2.13,2,1.65,1.5,1.01,1.26,.8,1
358,"KEHDINGEN","STA",1.96,1.96,1.34,1.34,1.16,1.16,.94,.94
359,"NEUHAUS","STA",2,1.83,1.26,1.15,1.18,1.09,.9,.81
360,"HADELN","STA",2,2,1.26,1.4,.62,1.4,.62,1
361,"LEHE","STA",3,2.35,1.76,1.76,1.5,1.49,1,1.18
362,"GEESTEMUNDE","STA",3,2.49,2,1.57,1.5,1.24,1,1
363,"OSTERHOLZ","STA",2,1.5,1.5,1.26,1.26,1,1,.76
364,"BLUMENTHAL","STA",,2.4,,1.8,,1.2,,.9
365,"VERDEN","STA",2,1.82,1.5,1.48,.5,1.46,.5,1.2
366,"ACHIM","STA",,2.3,,1.5,,1.2,,1
367,"ROTENBURG","STA",1.8,1.8,1.3,1.3,1.1,1.1,1,1
368,"ZEVEN","STA",1.5,1.5,1.2,1.2,1,1,.8,.8
369,"BREMERVORDE","STA",1.86,1.86,1.26,1.26,1,1,.6,.6
370,"MEPPEN","OSN",1.58,1.5,1,1,.83,.75,.6,.6
371,"ASCHENDORF","OSN",1.8,1.5,1,1,.9,.9,.6,.6
372,"HUMMLING","OSN",,1.5,,1,,.75,,.6
373,"LINGEN","OSN",1.8,1.5,1.3,1,.9,.9,.8,.8
374,"BENTHEIM","OSN",1.5,1.5,1.15,1.15,.9,.9,.8,.8
375,"BERSENBRUCK","OSN",1.6,1.5,1.2,1.15,.9,.9,.73,.8
376,"OSNABRUCK","OSN",1.9,,1.3,,1.1,,.8,
377,"OSNABRUCK","OSN",,1.5,,1.15,,.9,,.8
378,"WITTLAGE","OSN",,1.5,,1,,.9,,.6
379,"MELLE","OSN",1.65,1.5,1.15,1,.9,.9,.8,.8
380,"IBURG","OSN",1.5,1.5,1.15,1.15,.9,.9,.8,.8
381,"NORDEN","AUR",2,1.76,1.25,1.16,1.1,.91,.8,.76
382,"EMDEN","AUR",1.9,,1.25,,.6,,.55,
383,"EMDEN","AUR",,1.61,,1,,.71,,.6
384,"WITTMUND","AUR",1.85,1.62,1.15,1.01,.93,.91,.75,.76
385,"AURICH","AUR",1.8,1.5,1.4,1,.9,.75,.6,.5
386,"LEER","AUR",2,1.5,1.5,1,.75,.75,.5,.5
387,"WEENER","AUR",1.5,1.5,.9,.9,.7,.7,.5,.5
388,"TECKLENBURG","MUN",1.67,1.5,1,1,.9,.9,.7,.7
389,"WARENDORF","MUN",1.5,1.5,1,1,.9,.9,.8,.8
390,"BECKUM","MUN",1.7,1.7,1.15,1.15,1.05,1.05,.85,.85
391,"LUDINGHAUSEN","MUN",1.5,1.5,1.2,1.2,.8,.8,.8,.8
392,"MUNSTER","MUN",2,,1.4,,1,,.7,
393,"MUNSTER","MUN",1.5,1.5,1.25,1.25,.8,.8,.8,.8
394,"STEINFURT","MUN",1.75,1.48,1.25,1.18,1.05,.98,.85,.78
395,"KOESFELD","MUN",1.5,1.5,1,1,.9,.9,.7,.7
396,"AHAUS","MUN",1.6,1.52,1.18,1.16,1.03,.94,.78,.74
397,"BORKEN","MUN",1.73,1.6,1.3,1.2,1.1,1,1,.9
398,"RECKLINGHAUSEN","MUN",2.05,1.86,1.43,1.34,1.13,1.08,.88,.76
399,"MINDEN","MIN",1.85,1.56,1.22,1.04,.97,.9,.82,.78
400,"LUBBECKE","MIN",1.5,1.44,1,1.04,1,1.03,.7,.8
401,"HERFORD","MIN",1.68,1.57,1.22,1.14,.85,.77,.78,.7
402,"HALLE","MIN",1.45,1.31,1.1,1.05,.86,.81,.75,.63
403,"BIELEFELD","MIN",2,,1.5,,1.2,,.9,
404,"BIELEFELD","MIN",,1.8,,1.3,,1,,.8
405,"WIEDENBRUCK","MIN",1.76,1.7,1.33,1.3,.98,.98,.84,.83
406,"PADERBORN","MIN",1.65,1.5,1.05,1.1,.9,1,.63,.75
407,"BUREN","MIN",1.5,1.5,1,1,1,1,.8,.8
408,"WARBURG","MIN",1.5,1.5,1,1,1,1,.75,.75
409,"HOXTER","MIN",1.53,1.51,1.09,1.04,.94,.86,.73,.71
410,"ARNSBERG","ARN",1.8,1.8,1.2,1.2,.9,.9,.7,.7
411,"MESCHEDE","ARN",1.8,1.8,1.2,1.2,1,1,.7,.7
412,"BRILON","ARN",1.5,1.5,1,1,.8,.8,.6,.6
413,"LIPPSTADT","ARN",1.6,1.5,1,1,.8,.8,.6,.6
414,"SOEST","ARN",1.6,1.6,1.2,1.2,1,1,.9,.9
415,"HAMM","ARN",1.92,1.85,1.27,1.2,1.07,1,.8,.8
416,"DORTMUND","ARN",2,,1.4,,1.2,,.8,
417,"DORTMUND","ARN",2,2,1.2,1.2,1,1,.8,.8
418,"HORDE","ARN",2.17,2.5,1.3,1.5,1.07,1.2,.8,.8
419,"BOCHUM","ARN",2.2,,1.5,,1.1,,.9,
420,"BOCHUM","ARN",2.2,2.2,1.5,1.5,1.1,1.1,.9,.9
421,"GELSENKIRCHEN","ARN",2.4,2.2,1.55,1.5,1.24,1.1,1,.9
422,"HATTINGEN","ARN",2.2,2.2,1.5,1.5,1.1,1.1,.9,.9
423,"HAGEN","ARN",2.3,,1.4,,1.2,,1,
424,"HAGEN","ARN",2.5,2.5,1.4,1.4,1.2,1.2,1,1
425,"SCHWELM","ARN",2.5,2.19,1.4,1.4,1.2,1.2,1,1
426,"ISERLOHN","ARN",2.07,1.84,1.32,1.23,1.15,.91,.83,.73
427,"ALTENA","ARN",2.28,2.2,1.5,1.5,1.28,1.2,1,1
428,"OLPE","ARN",2,2,1.5,1.5,1.2,1.2,1,1
429,"SIEGEN","ARN",2.1,2.1,1.3,1.3,1.2,1.2,.8,.8
430,"WITTGENSTEIN","ARN",1.8,1.8,1.2,1.2,1.2,1.2,.9,.9
431,"KASSEL","KAS",2.17,,1.33,,1.17,,1,
432,"KASSEL","KAS",,1.7,,1.18,,1.01,,.84
433,"ESCHWEGE","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
434,"FRITZLAR","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
435,"HOFGEISMAR","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
436,"HOMBERG","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
437,"MELSUNGEN","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
438,"ROTENBURG","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
439,"WITZENHAUSEN","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
440,"WOLFHAGEN","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
441,"MARBURG","KAS",1.75,1.67,1.25,1.17,1.08,1,.92,.83
442,"FRANKENBERG","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
443,"KIRCHHAIN","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
444,"ZIEGENHAIN","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
445,"FULDA","KAS",1.83,1.67,1.33,1.17,1.17,1,1,.83
446,"HERSFELD","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
447,"HUNFELD","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
448,"HANAU","KAS",2.17,,1.33,,1.17,,1,
449,"HANAU","KAS",1.67,1.75,1.17,1.21,1,1.04,.83,.87
450,"GELNHAUSEN","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
451,"SCHLUCHTERN","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
452,"SCHMALKALDEN","KAS",1.67,1.67,1.17,1.17,1,1,.83,.83
453,"RINTELN","KAS",1.67,1.67,1.17,1.17,1,1,.83,.83
454,"GERSFELD","KAS",1.5,1.5,1.17,1.17,1,1,.83,.83
455,"BIEDENKOPF","WIE",1.8,1.8,1.2,1.2,1,1,.8,.8
456,"DILLKREIS","WIE",1.8,1.8,1.2,1.2,1,1,.8,.8
457,"OBERWESTERWALDKREIS","WIE",1.8,1.8,1.2,1.2,1,1,.8,.8
458,"WESTERBURG","WIE",1.8,1.8,1.2,1.2,1,1,.8,.8
459,"UNTERWESTERWALDKREIS","WIE",1.8,1.8,1.2,1.2,1,1,.8,.8
460,"OBERLAHNKREIS","WIE",1.8,1.8,1.2,1.2,1,1,.8,.8
461,"LIMBURG","WIE",1.8,1.8,1.2,1.2,1,1,.8,.8
462,"UNTERLAHNKREIS","WIE",1.8,1.8,1.2,1.2,1,1,.8,.8
463,"SANKT GOARSHAUSEN","WIE",2,2,1.2,1.2,1.2,1.2,1,1
464,"RHEINGAUKREIS","WIE",2,2,1.2,1.2,1.2,1.2,1,1
465,"WIESBADEN","WIE",2.2,,1.4,,1.2,,1,
466,"WIESBADEN","WIE",2.2,2.2,1.4,1.4,1.2,1.2,1,1
467,"UNTERTAUNUSKREIS","WIE",2,2,1.2,1.2,1.2,1.2,1,1
468,"USINGEN","WIE",2,2,1.2,1.2,1.2,1.2,1,1
469,"OBERTAUNUSKREIS","WIE",2,2,1.2,1.2,1.2,1.2,1,1
470,"HOCHST","WIE",2,2,1.2,1.2,1.2,1.2,1,1
471,"FRANKFURT","WIE",2.5,,1.8,,1.4,,1,
472,"FRANKFURT","WIE",2.5,2.5,1.8,1.8,1.4,1.4,1,1
473,"KOBLENZ","KOB",2,,1.3,,1,,.6,
474,"KOBLENZ","KOB",1.8,1.8,1.1,1.1,1,1,.7,.7
475,"SANKT GOAR","KOB",1.8,1.63,1.2,1.14,1,1,.7,.7
476,"KREUZNACH","KOB",1.63,1.5,1.06,1,.93,.9,.71,.7
477,"SIMMERN","KOB",1.5,1.5,1.2,1.2,.8,.8,.7,.7
478,"ZELL","KOB",1.7,1.6,1.2,1.15,1.1,1,.8,.75
479,"KOCHEM","KOB",1.8,1.69,1.2,1.14,.9,.84,.6,.57
480,"MAYEN","KOB",2,1.75,1.4,1.18,.9,.8,.7,.62
481,"ADENAU","KOB",,1.3,,1,,.8,,.6
482,"AHRWEILER","KOB",1.5,1.59,1.2,1.2,1,1,.8,.8
483,"NEUWIED","KOB",2,1.9,1.2,1.1,.8,.8,.6,.6
484,"ALTENKIRCHEN","KOB",,1.94,,1.22,,1.12,,.97
485,"WETZLAR","KOB",2,1.56,1.2,1.03,1.25,1.04,.85,.64
486,"MEISENHEIM","KOB",,1.43,,1.1,,1,,.9
487,"KLEVE","DUS",1.6,1.4,1,.9,.7,.7,.6,.6
488,"REES","DUS",1.7,1.54,1.2,1.11,.9,.82,.75,.71
489,"KREFELD","DUS",2.4,,1.5,,1.2,,1,
490,"KREFELD","DUS",1.8,1.8,1.2,1.2,1,1,.8,.8
491,"DUISBURG","DUS",2.4,,1.5,,1.2,,.8,
492,"MULHEIM","DUS",2.45,2.25,1.5,1.55,1.1,1.05,.9,.85
493,"RUHRORT","DUS",2.33,2.29,1.47,1.46,1,1,.8,.8
494,"ESSEN","DUS",2.4,,1.5,,1.2,,.8,
495,"ESSEN","DUS",2.2,2.2,1.5,1.5,1,1,.8,.8
496,"MORS","DUS",1.85,1.89,1.28,1.31,.93,.94,.75,.74
497,"GELDERN","DUS",1.7,1.7,1.2,1.2,.8,.8,.7,.7
498,"KEMPEN","DUS",1.8,1.8,1.2,1.2,.8,.8,.7,.7
499,"DUSSELDORF","DUS",2.4,,1.5,,1.2,,.8,
500,"DUSSELDORF","DUS",2.2,2.2,1.5,1.5,1.1,1.1,.8,.8
501,"ELBERFELD","DUS",2.4,,1.5,,1,,.8,
502,"BARMEN","DUS",2.4,,1.5,,1,,.8,
503,"METTMANN","DUS",2,2,1.5,1.5,1,1,.84,.8
504,"REMSCHEID","DUS",2.2,,1.5,,1,,.8,
505,"LENNEP","DUS",2.4,2.4,1.8,1.8,1.3,1.3,1.1,1.1
506,"SOLINGEN","DUS",2.2,2,1.45,1.4,1.15,1.1,1,1
507,"NEUSS","DUS",2,1.81,1.4,1.21,1,1,.8,.8
508,"GREVENBROICH","DUS",1.8,1.81,1.4,1.4,1,1,.8,.8
509,"MUNCHEN GLADBACH","DUS",2.2,,1.7,,1,,.8,
510,"GLADBACH","DUS",2,2,1.5,1.5,1,1,.8,.8
511,"WIPPERFURTH","KOL",2,1.6,1.5,1,1,.75,.8,.5
512,"WALDBROL","KOL",,2,,1.2,,1,,.7
513,"GUMMERSBACH","KOL",2,1.81,1.4,1.13,1,.9,.8,.69
514,"SIEGKREIS","KOL",2.07,1.84,1.13,1.17,.8,.92,.6,.67
515,"MULHEIM","KOL",2.15,1.88,1.35,1.19,1,1,.8,.8
516,"KOLN","KOL",2.5,,1.5,,1.5,,.8,
517,"KOLN","KOL",2.25,1.92,1.35,1.21,1.25,1.1,.9,.85
518,"BERGHEIM","KOL",,1.6,,1.2,,1,,.8
519,"EUSKIRCHEN","KOL",1.75,1.5,1.1,1,.8,.8,.6,.6
520,"RHEINBACH","KOL",1.7,1.7,1.1,1.1,.85,.85,.6,.6
521,"BONN","KOL",2.2,,1.5,,1.2,,1,
522,"BONN","KOL",,1.61,,1.2,,1,,.8
523,"DAUN","TRI",,1.6,,1.2,,1,,.8
524,"PRUM","TRI",1.6,1.6,1.2,1.2,1,1,.8,.8
525,"BITBURG","TRI",1.6,1.6,1.2,1.2,1,1,.8,.8
526,"WITTLICH","TRI",1.6,1.6,1.2,1.2,1,1,.8,.8
527,"BERNKASTEL","TRI",1.6,1.6,1.2,1.2,1.1,1.1,.8,.8
528,"TRIER","TRI",1.8,,1.2,,1.2,,.8,
529,"TRIER","TRI",,1.61,,1.11,,1.01,,.8
530,"SAARBURG","TRI",1.7,1.7,1.2,1.2,1.1,1.1,.8,.8
531,"MERZIG","TRI",1.8,1.8,1.2,1.2,1.1,1.1,.8,.8
532,"SAARLOUIS","TRI",2,1.88,1.2,1.2,1.1,1.04,.8,.8
533,"SAARBRUCKEN","TRI",2,2,1.2,1.2,1.1,1.1,.8,.8
534,"OTTWEILER","TRI",2,2,1.2,1.2,1.1,1.1,.8,.8
535,"SANKT WENDEL","TRI",1.8,1.77,1.1,1.1,1,1,.8,.8
536,"ERKELENZ","AAC",1.4,1.4,1,1,.8,.8,.6,.6
537,"HEINSBERG","AAC",1.4,1.4,1,1,.8,.8,.7,.7
538,"GEILENKIRCHEN","AAC",1.5,1.34,1.2,1.02,1,.86,.8,.78
539,"JULICH","AAC",1.8,1.6,1.3,1.1,1.1,.9,.9,.8
540,"DUREN","AAC",1.8,1.68,1.2,1.19,1.1,1.04,.9,.84
541,"AACHEN","AAC",2.1,,1.4,,1.1,,.8,
542,"AACHEN","AAC",2,2.01,1.2,1.22,1,1.01,.7,.71
543,"EUPEN","AAC",2,2,1.2,1.2,1,1,.75,.75
544,"MONTJOIE","AAC",1.6,1.6,1.1,1.1,.8,.8,.75,.75
545,"SCHLEIDEN","AAC",1.9,1.79,1.2,1.16,.95,.85,.75,.72
546,"MALMEDY","AAC",1.6,1.57,1.1,1.14,.9,.89,.78,.78
547,"SIGMARINGEN","SIG",1.9,1.5,1.2,1,1.1,.8,.8,.6
548,"GAMMERTINGEN","SIG",,1.5,,1,,.8,,.6
549,"HECHINGEN","SIG",2,1.5,1.4,1,1,.8,.8,.6
550,"HAIGERLOCH","SIG",,1.5,,1,,.8,,.6
